Company,Domain,Website,City,State,Trade,Revenue,Employees,Industry,Lifecycle Status,Qualification Decision,Qualification Reason,Fit Score,First Seen,Last Reviewed,Next Review,Approved At,HubSpot Company ID,Sequence Status,Meeting Status,Customer Status,Source Profile,Notes
Newcomb and Company,newcombandcompany.com,www.newcombandcompany.com,Raleigh,North Carolina,Plumbing,70878000,357,,Rejected,REJECT,State outside target geography: North Carolina,0.0,2026-07-13T21:42:33.986839+00:00,2026-07-13T21:42:33.986839+00:00,2027-01-09T21:42:33.986855+00:00,,,,,,Default,
Newkirk Electric Associates,newkirk-electric.com,www.newkirk-electric.com,Muskegon,Michigan,Electrical,156249000,500,,Rejected,REJECT,State outside target geography: Michigan,0.0,2026-07-13T21:53:26.607291+00:00,2026-07-13T21:53:26.607291+00:00,2027-01-09T21:53:26.607319+00:00,,,,,,Default,
North American Mechanical,naminc.com,www.naminc.com,Windsor,Wisconsin,Plumbing,124759000,196,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39357538084; source all-companies.csv).,0.0,2026-07-13T21:40:39.544852+00:00,2026-07-13T21:40:39.544852+00:00,,,,,,,Default,
Northwest Exterminating,callnorthwest.com,www.callnorthwest.com,Marietta,Georgia,Pest Control,204939000,1000,,Rejected,REJECT,State outside target geography: Georgia,0.0,2026-07-13T22:00:53.893391+00:00,2026-07-13T22:00:53.893391+00:00,2027-01-09T22:00:53.893405+00:00,,,,,,Default,
Oil Capital Electric,oilcapitalelectric.com,www.oilcapitalelectric.com,Broken Arrow,Oklahoma,Electrical,68698000,279,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39367556366; source all-companies.csv).,0.0,2026-07-13T21:57:50.432683+00:00,2026-07-13T21:57:50.432683+00:00,,,,,,,Default,
Oliver Heating & Cooling,oliverheatcool.com,www.oliverheatcool.com,Morton,Pennsylvania,Electrical,80151000,177,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 54170555267; source all-companies.csv).,0.0,2026-07-13T21:42:17.644871+00:00,2026-07-13T21:55:11.540904+00:00,,,,,,,Default,
Oliver Mechanical Services,olivermechanicalservices.com,www.olivermechanicalservices.com,Morton,Pennsylvania,Plumbing,121244000,220,,Rejected,REJECT,State outside target geography: Pennsylvania,0.0,2026-07-13T21:40:54.671302+00:00,2026-07-13T21:40:54.671302+00:00,2027-01-09T21:40:54.671316+00:00,,,,,,Default,
Option One Plumbing,optiononeplumbing.com,www.optiononeplumbing.com,Rancho Cucamonga,California,Plumbing,46166000,43,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:49:12.918228+00:00,2026-07-13T21:49:12.918228+00:00,2027-01-09T21:49:12.918239+00:00,,,,,,Default,
O’Connell Electric,oconnellelectric.com,www.oconnellelectric.com,Victor,New York,Electrical,471665000,741,,Rejected,REJECT,State outside target geography: New York,0.0,2026-07-13T21:50:58.505033+00:00,2026-07-13T21:50:58.505033+00:00,2027-01-09T21:50:58.505050+00:00,,,,,,Default,
P1 Service,p1-service.com,www.p1-service.com,Topeka,Kansas,Plumbing,122213000,192,,Rejected,REJECT,State outside target geography: Kansas,0.0,2026-07-13T21:40:54.654383+00:00,2026-07-13T21:40:54.654383+00:00,2027-01-09T21:40:54.654395+00:00,,,,,,Default,
PAR Group,pargroup.com,www.pargroup.com,Lynbrook,New York,Plumbing,61182000,465,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 54193371488; source all-companies.csv).,0.0,2026-07-13T21:43:50.802400+00:00,2026-07-13T21:43:50.802400+00:00,,,,,,,Default,
PGA,pgainc.net,www.pgainc.net,Weston,Wisconsin,Electrical,65610000,74,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 31900435508; source all-companies.csv).,0.0,2026-07-13T21:57:50.525189+00:00,2026-07-13T21:57:50.525189+00:00,,,,,,,Default,
Pacific Production Plumbing,pacificproduction.com,www.pacificproduction.com,Riverside,California,Plumbing,58227000,237,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:46:18.191198+00:00,2026-07-13T21:46:18.191198+00:00,2027-01-09T21:46:18.191210+00:00,,,,,,Default,
Paramount Mechanical,paramount-mech.com,www.paramount-mech.com,Manassas,Virginia,Plumbing,84022000,132,,Rejected,REJECT,State outside target geography: Virginia,0.0,2026-07-13T21:42:17.588844+00:00,2026-07-13T21:42:17.588844+00:00,2027-01-09T21:42:17.588860+00:00,,,,,,Default,
Peaden,peaden.com,www.peaden.com,Fort Walton Beach,Florida,Plumbing,71971000,259,,Rejected,REJECT,State outside target geography: Florida,0.0,2026-07-13T21:42:33.960913+00:00,2026-07-13T21:42:33.960913+00:00,2027-01-09T21:42:33.960928+00:00,,,,,,Default,
Pest Solutions,pestsolutionstx.com,www.pestsolutionstx.com,Victoria,Texas,Pest Control,87118000,414,,Rejected,REJECT,official-site residential home-service evidence | revenue $25M+ | target employee scale | excluded business-model evidence,28.0,2026-07-13T22:03:06.408559+00:00,2026-07-13T22:03:06.408559+00:00,2027-01-09T22:03:06.408575+00:00,,,,,,Default,
Phalcon,phalconusa.com,www.phalconusa.com,Farmington,Connecticut,Electrical,67018000,314,,Rejected,REJECT,State outside target geography: Connecticut,0.0,2026-07-13T21:57:50.470292+00:00,2026-07-13T21:57:50.470292+00:00,2027-01-09T21:57:50.470307+00:00,,,,,,Default,
Pieper Electric,pieperpower.com,www.pieperpower.com,New Berlin,Wisconsin,Electrical,278629000,575,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 55462980649; source all-companies.csv).,0.0,2026-07-13T21:51:21.106625+00:00,2026-07-13T21:51:21.106625+00:00,,,,,,,Default,
Plunkett's Pest Control,plunketts.net,www.plunketts.net,Fridley,Minnesota,Pest Control,156633000,640,,Rejected,REJECT,State outside target geography: Minnesota,0.0,2026-07-13T22:02:09.525335+00:00,2026-07-13T22:02:09.525335+00:00,2027-01-09T22:02:09.525346+00:00,,,,,,Default,
Poole & Kent,pkcorp.com,www.pkcorp.com,Halethorpe,Maryland,Plumbing,162951000,255,,Rejected,REJECT,State outside target geography: Maryland,0.0,2026-07-13T21:40:03.647259+00:00,2026-07-13T21:40:03.647259+00:00,2027-01-09T21:40:03.647270+00:00,,,,,,Default,
Power Plumbing,powerlp.com,www.powerlp.com,Houston,Texas,Plumbing,47951000,276,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals | visible marketing maturity,91.0,2026-07-13T21:48:34.990986+00:00,2026-07-13T21:48:34.990986+00:00,,,,,,,Default,
PowerHouse Electrical Services,powerhouse-es.com,www.powerhouse-es.com,Pflugerville,Texas,Electrical,178227000,280,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale,83.0,2026-07-13T21:52:41.780287+00:00,2026-07-13T21:52:41.780287+00:00,,,,,,,Default,
PowerPlus,powerplus.com,www.powerplus.com,Anaheim,California,Electrical,81489000,386,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:55:11.522574+00:00,2026-07-13T21:55:11.522574+00:00,2027-01-09T21:55:11.522589+00:00,,,,,,Default,
Prairie Electric,prairielectric.com,www.prairielectric.com,Vancouver,Washington,Electrical,78504000,340,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T21:55:11.626599+00:00,2026-07-13T21:55:11.626599+00:00,2027-01-09T21:55:11.626611+00:00,,,,,,Default,
Preventive Pest Control,preventivepestcontrol.com,www.preventivepestcontrol.com,Anaheim,California,Pest Control,65354000,218,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T22:03:06.472368+00:00,2026-07-13T22:03:06.472368+00:00,2027-01-09T22:03:06.472396+00:00,,,,,,Default,
Price Brothers,pricebrothersinc.com,www.pricebrothersinc.com,Charlotte,North Carolina,Plumbing,166770000,262,,Rejected,REJECT,State outside target geography: North Carolina,0.0,2026-07-13T21:40:03.636372+00:00,2026-07-13T21:40:03.636372+00:00,2027-01-09T21:40:03.636388+00:00,,,,,,Default,
"Pride Electric, Inc.",prideelectric.com,www.prideelectric.com,Redmond,Washington,Electrical,190958000,300,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T21:52:26.891015+00:00,2026-07-13T21:52:26.891015+00:00,2027-01-09T21:52:26.891042+00:00,,,,,,Default,
Prism Electric,prismelectric.com,www.prismelectric.com,Garland,Texas,Electrical,142076000,618,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39369568918; source all-companies.csv).,0.0,2026-07-13T21:53:40.200150+00:00,2026-07-13T21:53:40.200150+00:00,,,,,,,Default,
ProActive Pest Management Services,proactivepestmanagement.com,www.proactivepestmanagement.com,Naperville,Illinois,Pest Control,61482000,300,,Rejected,REJECT,State outside target geography: Illinois,0.0,2026-07-13T22:03:06.514485+00:00,2026-07-13T22:03:06.514485+00:00,2027-01-09T22:03:06.514498+00:00,,,,,,Default,
Pueblo,pueblo-mechanical.com,www.pueblo-mechanical.com,Phoenix,Arizona,Plumbing,124758000,522,,Rejected,REJECT,revenue $25M+ | target employee scale | visible marketing maturity | excluded business-model evidence,0.0,2026-07-13T21:40:54.641640+00:00,2026-07-13T21:40:54.641640+00:00,2027-01-09T21:40:54.641653+00:00,,,,,,Default,
QSI,qsibanking.com,www.qsibanking.com,Bardstown,Kentucky,Electrical,360894000,700,,Rejected,REJECT,State outside target geography: Kentucky,0.0,2026-07-13T21:51:20.959077+00:00,2026-07-13T21:51:20.959077+00:00,2027-01-09T21:51:20.959089+00:00,,,,,,Default,
Qmerit,qmerit.com,www.qmerit.com,Irvine,California,Electrical,190958000,106,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:52:26.928714+00:00,2026-07-13T21:52:26.928714+00:00,2027-01-09T21:52:26.928725+00:00,,,,,,Default,
R.S. Andrews,rsandrews.com,www.rsandrews.com,Atlanta,Georgia,Plumbing,139715000,92,,Rejected,REJECT,State outside target geography: Georgia,0.0,2026-07-13T21:40:39.434977+00:00,2026-07-13T21:40:39.434977+00:00,2027-01-09T21:40:39.434992+00:00,,,,,,Default,
R.T. Moore Mechanical Contractors,rtmoore.com,www.rtmoore.com,Indianapolis,Indiana,Plumbing,200000000,800,,Rejected,REJECT,State outside target geography: Indiana,0.0,2026-07-13T21:38:49.679517+00:00,2026-07-13T21:38:49.679517+00:00,2027-01-09T21:38:49.679530+00:00,,,,,,Default,
RAVEN Mechanical,ravenmechanical.com,www.ravenmechanical.com,Houston,Texas,Plumbing,143855000,219,,Rejected,REJECT,revenue $25M+ | target employee scale | excluded business-model evidence,0.0,2026-07-13T21:40:39.423757+00:00,2026-07-13T21:40:39.423757+00:00,2027-01-09T21:40:39.423768+00:00,,,,,,Default,
RHD Plumbing,rhdplumbing.com,www.rhdplumbing.com,Stoughton,Wisconsin,Plumbing,63653000,101,,Rejected,REJECT,State outside target geography: Wisconsin,0.0,2026-07-13T21:43:40.265144+00:00,2026-07-13T21:43:40.265144+00:00,2027-01-09T21:43:40.265157+00:00,,,,,,Default,
RPE Contracting,rpecontracting.com,www.rpecontracting.com,Florence,South Carolina,Plumbing,67748000,273,,Rejected,REJECT,State outside target geography: South Carolina,0.0,2026-07-13T21:43:40.136658+00:00,2026-07-13T21:43:40.136658+00:00,2027-01-09T21:43:40.136672+00:00,,,,,,Default,
RS Electric,rselectriccorp.com,www.rselectriccorp.com,Saint Joseph,Missouri,Electrical,159131000,250,,Rejected,REJECT,State outside target geography: Missouri,0.0,2026-07-13T21:53:26.568454+00:00,2026-07-13T21:53:26.568454+00:00,2027-01-09T21:53:26.568468+00:00,,,,,,Default,
Redi Services,rediservicesllc.com,www.rediservicesllc.com,Lyman,Wyoming,Electrical,102470000,561,,Rejected,REJECT,revenue $25M+ | target employee scale,28.0,2026-07-13T21:54:40.093019+00:00,2026-07-13T21:54:40.093019+00:00,2027-01-09T21:54:40.093031+00:00,,,,,,Default,
Reidhead Plumbing,reidheadplumbing.com,www.reidheadplumbing.com,Mesa,Arizona,Plumbing,40551000,180,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals,86.0,2026-07-13T21:50:09.913265+00:00,2026-07-13T21:50:09.913265+00:00,,,,,,,Default,
Reilly Electrical Contractors,gorelco.com,www.gorelco.com,Easton,Massachusetts,Electrical,90390000,133,,Rejected,REJECT,State outside target geography: Massachusetts,0.0,2026-07-13T21:54:40.230443+00:00,2026-07-13T21:54:40.230443+00:00,2027-01-09T21:54:40.230457+00:00,,,,,,Default,
Rex Electric & Technologies,rexelectric.com,www.rexelectric.com,Chicago,Illinois,Electrical,76248000,338,,Rejected,REJECT,State outside target geography: Illinois,0.0,2026-07-13T21:55:24.000672+00:00,2026-07-13T21:55:24.000672+00:00,2027-01-09T21:55:24.000684+00:00,,,,,,Default,
RexMoore,rexmoore.com,www.rexmoore.com,Sacramento,California,Electrical,351362000,552,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:51:20.977442+00:00,2026-07-13T21:51:20.977442+00:00,2027-01-09T21:51:20.977456+00:00,,,,,,Default,
Riddleberger Brothers,rbiva.net,www.rbiva.net,Mount Crawford,Virginia,Plumbing,337358000,530,,Rejected,REJECT,State outside target geography: Virginia,0.0,2026-07-13T21:38:49.562104+00:00,2026-07-13T21:38:49.562104+00:00,2027-01-09T21:38:49.562118+00:00,,,,,,Default,
"Rite Way Heating, Cooling & Plumbing",ritewayac.com,www.ritewayac.com,Tucson,Arizona,Plumbing,127942000,201,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39366007960; source all-companies.csv).,0.0,2026-07-13T21:40:39.491798+00:00,2026-07-13T21:40:39.491798+00:00,,,,,,,Default,
Rooter Hero Plumbing,rooterhero.com,www.rooterhero.com,Mission Hills,California,Plumbing,190958000,298,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:38:49.724243+00:00,2026-07-13T21:38:49.724243+00:00,2027-01-09T21:38:49.724257+00:00,,,,,,Default,
Rooter Ranger Plumbing,rooterranger.com,www.rooterranger.com,Phoenix,Arizona,Plumbing,42011000,66,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale,83.0,2026-07-13T21:49:23.661000+00:00,2026-07-13T21:49:23.661000+00:00,,,,,,,Default,
Rottler Pest Solutions,rottler.com,www.rottler.com,St. Louis,Missouri,Pest Control,82485000,220,,Rejected,REJECT,State outside target geography: Missouri,0.0,2026-07-13T22:03:06.425375+00:00,2026-07-13T22:03:06.425375+00:00,2027-01-09T22:03:06.425389+00:00,,,,,,Default,
Royal Electric,royalelect.com,www.royalelect.com,Sacramento,California,Electrical,76185000,269,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39352751284; source all-companies.csv).,0.0,2026-07-13T21:55:24.007624+00:00,2026-07-13T21:55:24.007624+00:00,,,,,,,Default,
S&S Mechanical,ssairconditioning.com,www.ssairconditioning.com,Saint George,Utah,Plumbing,68745000,108,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals,86.0,2026-07-13T21:42:55.627804+00:00,2026-07-13T21:42:55.627804+00:00,,,,,,,Default,
S3H,s3hinc.com,www.s3hinc.com,Las Vegas,Nevada,Plumbing,150000000,359,,Rejected,REJECT,revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,0.0,2026-07-13T21:40:22.008728+00:00,2026-07-13T21:40:22.008728+00:00,2027-01-09T21:40:22.008740+00:00,,,,,,Default,
SCFS,scfacilityservices.com,www.scfacilityservices.com,Anaheim,California,Plumbing,95479000,150,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:41:56.555721+00:00,2026-07-13T21:41:56.555721+00:00,2027-01-09T21:41:56.555731+00:00,,,,,,Default,
Saber Power,saberpower.com,www.saberpower.com,Rosharon,Texas,Electrical,445567000,700,,Rejected,REJECT,revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,0.0,2026-07-13T21:51:11.279171+00:00,2026-07-13T21:51:11.279171+00:00,2027-01-09T21:51:11.279182+00:00,,,,,,Default,
Saela Pest Control,saelapest.com,www.saelapest.com,Orem,Utah,Pest Control,133210000,650,,Qualified,ACCEPT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals | visible marketing maturity,88.0,2026-07-13T22:02:26.181812+00:00,2026-07-13T22:02:26.181812+00:00,,,,,,,Default,
SageWater,sagewater.com,www.sagewater.com,Alexandria,Virginia,Plumbing,84657000,90,,Rejected,REJECT,State outside target geography: Virginia,0.0,2026-07-13T21:42:17.574972+00:00,2026-07-13T21:42:17.574972+00:00,2027-01-09T21:42:17.574987+00:00,,,,,,Default,
Sargent Electric,sargentelectric.com,www.sargentelectric.com,Pittsburgh,Pennsylvania,Electrical,380762000,1000,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 56111999094; source all-companies.csv).,0.0,2026-07-13T21:51:20.934416+00:00,2026-07-13T21:51:20.934416+00:00,,,,,,,Default,
Sasco,sasco.com,www.sasco.com,Fullerton,California,Electrical,316814000,508,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:51:21.059915+00:00,2026-07-13T21:51:21.059915+00:00,2027-01-09T21:51:21.059928+00:00,,,,,,Default,
Sea-Tac Electric,seatacelectric.com,www.seatacelectric.com,Milton,Washington,Electrical,78929000,124,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T21:55:11.583650+00:00,2026-07-13T21:55:11.583650+00:00,2027-01-09T21:55:11.583664+00:00,,,,,,Default,
Select Electric,selectelectricinc.com,www.selectelectricinc.com,Vista,California,Electrical,84022000,132,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39366007942; source all-companies.csv).,0.0,2026-07-13T21:54:51.022863+00:00,2026-07-13T21:54:51.022863+00:00,,,,,,,Default,
Senske Services,senske.com,www.senske.com,Kennewick,Washington,Pest Control,170919000,834,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 31901864273; source all-companies.csv).,0.0,2026-07-13T22:02:09.506443+00:00,2026-07-13T22:02:09.506443+00:00,,,,,,,Default,
Sentry Electrical Group,sentryelec.com,www.sentryelec.com,Lawrenceville,Georgia,Electrical,67462000,335,,Rejected,REJECT,State outside target geography: Georgia,0.0,2026-07-13T21:57:50.457574+00:00,2026-07-13T21:57:50.457574+00:00,2027-01-09T21:57:50.457586+00:00,,,,,,Default,
Sequoyah Electric,sequoyah.com,www.sequoyah.com,Redmond,Washington,Electrical,83446000,272,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T21:54:51.035504+00:00,2026-07-13T21:54:51.035504+00:00,2027-01-09T21:54:51.035518+00:00,,,,,,Default,
Service Champions,servicechampions.com,www.servicechampions.com,Brea,California,Plumbing,46791000,231,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 35846993475; source all-companies.csv).,0.0,2026-07-13T21:49:12.906328+00:00,2026-07-13T21:49:12.906328+00:00,,,,,,,Default,
Service Plus Now,serviceplusnow.com,www.serviceplusnow.com,Indianapolis,Indiana,Plumbing,50922000,80,,Rejected,REJECT,State outside target geography: Indiana,0.0,2026-07-13T21:47:23.150798+00:00,2026-07-13T21:47:23.150798+00:00,2027-01-09T21:47:23.150810+00:00,,,,,,Default,
Sexson Mechanical,sexsonmechanical.com,www.sexsonmechanical.com,Greenwood,Indiana,Plumbing,79566000,125,,Rejected,REJECT,State outside target geography: Indiana,0.0,2026-07-13T21:42:17.665121+00:00,2026-07-13T21:42:17.665121+00:00,2027-01-09T21:42:17.665136+00:00,,,,,,Default,
Shawver & Son,shawver.net,www.shawver.net,Oklahoma City,Oklahoma,Electrical,68740000,78,,Rejected,REJECT,revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,0.0,2026-07-13T21:57:50.426781+00:00,2026-07-13T21:57:50.426781+00:00,2027-01-09T21:57:50.426792+00:00,,,,,,Default,
ShureLine Electrical,shurelineelectrical.com,www.shurelineelectrical.com,Smyrna,Delaware,Electrical,66199000,104,,Rejected,REJECT,State outside target geography: Delaware,0.0,2026-07-13T21:57:50.507364+00:00,2026-07-13T21:57:50.507364+00:00,2027-01-09T21:57:50.507379+00:00,,,,,,Default,
Ski Hi Enterprises,skihi.com,www.skihi.com,Fort Worth,Texas,Plumbing,69664000,86,,Rejected,REJECT,revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,0.0,2026-07-13T21:42:46.141049+00:00,2026-07-13T21:42:46.141049+00:00,2027-01-09T21:42:46.141060+00:00,,,,,,Default,
Skyline Electric,skyline.us,www.skyline.us,Salt Lake City,Utah,Electrical,73154000,224,,Rejected,REJECT,official-site residential home-service evidence | revenue $25M+ | target employee scale | current growth signals | excluded business-model evidence,31.0,2026-07-13T21:56:05.594184+00:00,2026-07-13T21:56:05.594184+00:00,2027-01-09T21:56:05.594197+00:00,,,,,,Default,
Solar Landscape,solarlandscape.com,www.solarlandscape.com,Asbury Park,New Jersey,Electrical,154668000,200,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39370038396; source all-companies.csv).,0.0,2026-07-13T21:53:26.627149+00:00,2026-07-13T21:53:26.627149+00:00,,,,,,,Default,
South Central Electric,scelectricllc.com,www.scelectricllc.com,Houston,Texas,Electrical,82749000,130,,Rejected,REJECT,supporting residential home-service evidence | revenue $25M+ | target employee scale | current growth signals | visible marketing maturity | excluded business-model evidence,24.0,2026-07-13T21:55:11.490994+00:00,2026-07-13T21:55:11.490994+00:00,2027-01-09T21:55:11.491006+00:00,,,,,,Default,
South End Plumbing,southendplumbingllc.com,www.southendplumbingllc.com,Matthews,North Carolina,Plumbing,47740000,75,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 55165743990; source all-companies.csv).,0.0,2026-07-13T21:49:12.880978+00:00,2026-07-13T21:49:12.880978+00:00,,,,,,,Default,
Southeast Mechanical,southeast-mechanical.com,www.southeast-mechanical.com,,North Carolina,Plumbing,190958000,300,,Rejected,REJECT,State outside target geography: North Carolina,0.0,2026-07-13T21:38:49.711482+00:00,2026-07-13T21:38:49.711482+00:00,2027-01-09T21:38:49.711496+00:00,,,,,,Default,
Sprague Pest Solutions,spraguepest.com,www.spraguepest.com,Tacoma,Washington,Pest Control,109438000,534,,Rejected,REJECT,State outside target geography: Washington,0.0,2026-07-13T22:02:54.200565+00:00,2026-07-13T22:02:54.200565+00:00,2027-01-09T22:02:54.200580+00:00,,,,,,Default,
Staff Electric,staffelectric.com,www.staffelectric.com,Monona,Wisconsin,Electrical,112109000,421,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 55463483999; source all-companies.csv).,0.0,2026-07-13T21:54:15.909677+00:00,2026-07-13T21:54:15.909677+00:00,,,,,,,Default,
Stark Exterminators,starkexterminators.com,www.starkexterminators.com,Atlanta,Georgia,Pest Control,105010000,61,,Rejected,REJECT,State outside target geography: Georgia,0.0,2026-07-13T22:02:54.234775+00:00,2026-07-13T22:02:54.234775+00:00,2027-01-09T22:02:54.234790+00:00,,,,,,Default,
Stones River Electric,stonesriverelectric.com,www.stonesriverelectric.com,Madison,Tennessee,Electrical,88001000,302,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39364769643; source all-companies.csv).,0.0,2026-07-13T21:54:40.248416+00:00,2026-07-13T21:54:40.248416+00:00,,,,,,,Default,
SullyMac,sullymac.com,www.sullymac.com,Boston,Massachusetts,Electrical,318262000,500,,Rejected,REJECT,State outside target geography: Massachusetts,0.0,2026-07-13T21:51:21.037092+00:00,2026-07-13T21:51:21.037092+00:00,2027-01-09T21:51:21.037106+00:00,,,,,,Default,
Superior Electric Great Lakes,seglc.com,www.seglc.com,Troy,Michigan,Electrical,127305000,200,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39401217379; source all-companies.csv).,0.0,2026-07-13T21:53:40.320089+00:00,2026-07-13T21:53:40.320089+00:00,,,,,,,Default,
Superior Plumbing,superiorplumbing.com,www.superiorplumbing.com,Kennesaw,Georgia,Plumbing,67126000,72,,Rejected,REJECT,State outside target geography: Georgia,0.0,2026-07-13T21:43:40.154599+00:00,2026-07-13T21:43:40.154599+00:00,2027-01-09T21:43:40.154614+00:00,,,,,,Default,
Superior Water and Air,superiorwaterandair.com,www.superiorwaterandair.com,Salt Lake City,Utah,Plumbing,50016000,115,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 56475211294; source all-companies.csv).,0.0,2026-07-13T21:48:21.681637+00:00,2026-07-13T21:48:21.681637+00:00,,,,,,,Default,
TARGET SPECIALTY PRODUCTS,target-specialty.com,www.target-specialty.com,Santa Fe Springs,California,Pest Control,231472000,313,,Rejected,REJECT,State outside target geography: California,0.0,2026-07-13T21:58:52.518116+00:00,2026-07-13T21:58:52.518116+00:00,2027-01-09T21:58:52.518132+00:00,,,,,,Default,
TEGG,tegg.com,www.tegg.com,Canonsburg,Pennsylvania,Electrical,122144000,457,,Rejected,REJECT,State outside target geography: Pennsylvania,0.0,2026-07-13T21:54:13.429127+00:00,2026-07-13T21:54:13.429127+00:00,2027-01-09T21:54:13.429141+00:00,,,,,,Default,
TG Gallagher,tggallagher.com,www.tggallagher.com,Waltham,Massachusetts,Plumbing,180848000,400,,Rejected,REJECT,State outside target geography: Massachusetts,0.0,2026-07-13T21:40:03.621063+00:00,2026-07-13T21:40:03.621063+00:00,2027-01-09T21:40:03.621077+00:00,,,,,,Default,
TLC Plumbing & Utility,tlcplumbing.com,www.tlcplumbing.com,Albuquerque,New Mexico,Electrical,253575000,600,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 39351974937; source all-companies.csv).,0.0,2026-07-13T21:38:49.622982+00:00,2026-07-13T21:51:31.682268+00:00,,,,,,,Default,
TP Mechanical,tpmechanical.com,www.tpmechanical.com,Cincinnati,Ohio,Plumbing,50000000,354,,Rejected,REJECT,State outside target geography: Ohio,0.0,2026-07-13T21:48:21.697890+00:00,2026-07-13T21:48:21.697890+00:00,2027-01-09T21:48:21.697903+00:00,,,,,,Default,
Teague Electric,teagueelectric.com,www.teagueelectric.com,Lenexa,Kansas,Electrical,104390000,164,,Rejected,REJECT,State outside target geography: Kansas,0.0,2026-07-13T21:54:15.997451+00:00,2026-07-13T21:54:15.997451+00:00,2027-01-09T21:54:15.997463+00:00,,,,,,Default,
Temp-Con,tempconkc.com,www.tempconkc.com,Olathe,Kansas,Plumbing,55057000,160,,Rejected,REJECT,State outside target geography: Kansas,0.0,2026-07-13T21:46:27.280154+00:00,2026-07-13T21:46:27.280154+00:00,2027-01-09T21:46:27.280170+00:00,,,,,,Default,
Tempo Air,tempoair.com,www.tempoair.com,Irving,Texas,Plumbing,43269000,287,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 55463451827; source all-companies.csv).,0.0,2026-07-13T21:49:12.979179+00:00,2026-07-13T21:49:12.979179+00:00,,,,,,,Default,
The Bosworth,bosworthco.com,www.bosworthco.com,Midland,Texas,Electrical,81876000,340,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 54183112872; source all-companies.csv).,0.0,2026-07-13T21:42:17.595259+00:00,2026-07-13T21:55:11.497151+00:00,,,,,,,Default,
The Sack Company,hasack.com,www.hasack.com,Statesboro,Georgia,Electrical,126729000,297,,Synced to HubSpot,REJECT,Already exists in imported HubSpot company index (Exact normalized company name; record 53535748478; source all-companies.csv).,0.0,2026-07-13T21:40:39.538015+00:00,2026-07-13T21:53:40.354584+00:00,,,,,,,Default,
